Name,Price,LeaseType,PropertyType,Size,Furnished,Bedrooms,Bathrooms,Medianpsf,Views,Latitude,Longitude,Address
"Park View, KLCC","For Sale: RM 630,000",Freehold,Serviced Residence,595 SQ. FT,Fully Furnished,1  Bedrooms,1  Bathrooms,(RM 1058.82 psf),"<span class=""view-count"">355</span>",3.155846,101.70839000000001,"Jalan Law Yew Swee, Off Jalan Changkat Perak, 50250 Kuala Lumpur, Wilayah Persekutuan"
"Binjai Residency, KLCC","For Sale: RM 1,876,800",Freehold,Condominium,"2,208 SQ. FT",Semi Furnished,5  Bedrooms,3  Bathrooms,(RM 850.0 psf),"<span class=""view-count"">1092</span>",3.15918,101.71700000000001,"Jalan Binjai, 50450 Kuala Lumpur, Wilayah Persekutuan"
"Jalan Loke Yew, Kuala Lumpur","For Sale: RM 1,299,999",Freehold,Office,"2,799 SQ. FT",Unfurnished,N / A,N / A,(RM 464.45 psf),"<span class=""view-count"">414</span>",3.1261183,101.7147534,
"Plaza Pantai, Pantai","For Sale: RM 240,000",Freehold,Condominium,570 SQ. FT,Unfurnished,2  Bedrooms,0  Bathrooms,(RM 421.05 psf),"<span class=""view-count"">854</span>",3.1152659108,101.6689744592,"No. 5 Jalan 4/83a, Taman Bukit Pantai, 59100 Kuala Lumpur, Wilayah Persekutuan"
"M City, Ampang Hilir","For Sale: RM 580,000",Freehold,Condominium,674 SQ. FT,Fully Furnished,1  Bedrooms,1  Bathrooms,(RM 860.53 psf),"<span class=""view-count"">1080</span>",3.1590007441,101.7478314042,"Jalan Ampang, Kampung Berembang, 55000 Kuala Lumpur, Wilayah Persekutuan"
"6 CapSquare, Dang Wangi","For Sale: RM 1,600,000",Freehold,Condominium,"1,442 SQ. FT",Fully Furnished,2  Bedrooms,3  Bathrooms,(RM 1109.57 psf),"<span class=""view-count"">887</span>",3.1541639999999997,101.70015,"Persiaran Capsquare, Capital Square, 50100 Dang Wangi, Kuala Lumpur, Wilayah Persekutuan"
"The Troika, KLCC","For Sale: RM 3,500,000",Freehold,Condominium,"2,240 SQ. FT",Fully Furnished,4  Bedrooms,3  Bathrooms,(RM 1562.5 psf),"<span class=""view-count"">837</span>",3.15826,101.71799999999999,"Jalan Binjai, 50450 Kuala Lumpur, Wilayah Persekutuan"
"Ceriaan Kiara, Mont Kiara","For Sale: RM 850,000",Freehold,Condominium,"1,828 SQ. FT",Fully Furnished,4  Bedrooms,3  Bathrooms,(RM 464.99 psf),"<span class=""view-count"">861</span>",3.169258,101.6501,"No. 15 Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan"
"One @ Bukit Ceylon, Bukit Ceylon","For Sale: RM 500,000",Freehold,Condominium,411 SQ. FT,Fully Furnished,1  Bedrooms,1  Bathrooms,(RM 1216.55 psf),"<span class=""view-count"">927</span>",3.1486416729,101.7078477144,"Lorong Ceylon, Bukit Ceylon, 50200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia"
"Pavilion Hilltop, Mont Kiara","For Sale: RM 1,280,000",Freehold,Condominium,"1,200 SQ. FT",Fully Furnished,3  Bedrooms,2  Bathrooms,(RM 1066.67 psf),"<span class=""view-count"">927</span>",3.1693757805000002,101.65762603280001,"Mont Kiara, Kuala Lumpur, Wilayah Persekutuan"
"Lumina Kiara, Mont Kiara","For Sale: RM 1,000,000",Freehold,Condominium,"1,488 SQ. FT",Fully Furnished,4  Bedrooms,4  Bathrooms,(RM 672.04 psf),"<span class=""view-count"">913</span>",3.174646,101.656612,"Jalan Duta Kiara, 50480 Mont Kiara, Kuala Lumpur, Wilayah Persekutuan"
"Casa Residency, Pudu","For Sale: RM 850,000",Freehold,Condominium,722 SQ. FT,Fully Furnished,2  Bedrooms,2  Bathrooms,(RM 1177.29 psf),"<span class=""view-count"">900</span>",3.1418123426999998,101.7044681311,"No. 67, Jalan Galloway, Bukit Bintang, 50150 Kuala Lumpur, Wilayah Persekutuan"
"Duta Ria, Dutamas","For Sale: RM 1,100,000",Freehold,Condominium,"1,710 SQ. FT",Fully Furnished,4  Bedrooms,4  Bathrooms,(RM 643.27 psf),"<span class=""view-count"">934</span>",3.1785799999999997,101.655,"Jalan Dutamas Raya, Taman Segambut Sppk, 51200 Kuala Lumpur, Wilayah Persekutuan"
"Taman Bukit Permai, Cheras","For Sale: RM 185,000",Freehold,Condominium,925 SQ. FT,Unfurnished,3  Bedrooms,2  Bathrooms,(RM 200.0 psf),"<span class=""view-count"">1156</span>",3.1082060325,101.75620794299999,"Taman Bukit Permai, Cheras, 56100 Kuala Lumpur, Wilayah Persekutuan"
"Fera Residence @ The Quartz, Wangsa Maju","For Sale: RM 1,200,000",Freehold,Condominium,"1,589 SQ. FT",Fully Furnished,3  Bedrooms,2  Bathrooms,(RM 755.19 psf),"<span class=""view-count"">401</span>",3.1919359027999996,101.73768997190001,"Jalan 34/26, Seksyen 10, Wangsa Maju, 53300 Kuala Lumpur"
"Regalia @ Jalan Sultan Ismail, Kuala Lumpur","For Sale: RM 463,500",Freehold,Condominium,500 SQ. FT,Fully Furnished,1  Bedrooms,1  Bathrooms,(RM 927.0 psf),"<span class=""view-count"">883</span>",3.16432,101.692489,"Jalan Sultan Ismail, 50350 Kuala Lumpur, Wilayah Persekutuan"
"The Fennel, Sentul","For Sale: RM 1,177,200",Freehold,Condominium,"1,554 SQ. FT",Unfurnished,3  Bedrooms,4  Bathrooms,(RM 757.53 psf),"<span class=""view-count"">1052</span>",3.1828090752,101.6931009293,"Jalan Enam, 51100 Sentul, Kuala Lumpur, Wilayah Persekutuan"
"Soho Suites, KLCC","For Sale: RM 642,000",Freehold,Office,642 SQ. FT,Semi Furnished,N / A,N / A,(RM 1000.0 psf),"<span class=""view-count"">627</span>",3.1537944399,101.7100927234,"No. 20, Jalan Perak, 50450 Kuala Lumpur, Wilayah Persekutuan"
"Soho Suites, KLCC","For Sale: RM 993,000",Freehold,Condominium,662 SQ. FT,Fully Furnished,2  Bedrooms,1  Bathrooms,(RM 1500.0 psf),"<span class=""view-count"">959</span>",3.1537944399,101.7100927234,"No. 20, Jalan Perak, 50450 Kuala Lumpur, Wilayah Persekutuan"
"M City, Ampang Hilir","For Sale: RM 720,000",Freehold,Condominium,781 SQ. FT,Fully Furnished,1  Bedrooms,1  Bathrooms,(RM 921.9 psf),"<span class=""view-count"">1042</span>",3.1590007441,101.7478314042,"Jalan Ampang, Kampung Berembang, 55000 Kuala Lumpur, Wilayah Persekutuan"
"Expressionz Professional Suites, Titiwangsa","For Sale: RM 2,000,000",Freehold,Condominium,"1,400 SQ. FT",Fully Furnished,2  Bedrooms,2  Bathrooms,(RM 1428.57 psf),"<span class=""view-count"">1032</span>",3.1724823793,101.7124986649,"Jalan Tun Razak, Titiwangsa, 50400 Kuala Lumpur, Wilayah Persekutuan"
"M City, Ampang Hilir","For Sale: RM 900,000",Freehold,Serviced Residence,910 SQ. FT,Fully Furnished,1  Bedrooms,1  Bathrooms,(RM 989.01 psf),"<span class=""view-count"">445</span>",3.1590007441,101.7478314042,"Jalan Ampang, Kampung Berembang, 55000 Kuala Lumpur, Wilayah Persekutuan"
"Taman Midah, Cheras","For Sale: RM 7,500,000",Freehold,Office,"3,200 SQ. FT",Semi Furnished,N / A,N / A,(RM 2343.75 psf),"<span class=""view-count"">720</span>",3.0970215458999997,101.7290639877,"Taman Midah, 56000 Cheras, Kuala Lumpur, Wilayah Persekutuan"
"The CapSquare Residences, Dang Wangi","For Sale: RM 2,350,000",Freehold,Condominium,"4,359 SQ. FT",Fully Furnished,8  Bedrooms,6  Bathrooms,(RM 539.11 psf),"<span class=""view-count"">455</span>",3.15485,101.700525,"Persiaran Cap Square, Off Jalan Dang Wangi, 50100 Kuala Lumpur, Wilayah Persekutuan"
"Amarin Kiara, Mont Kiara","For Sale: RM 3,980,000",Freehold,Semi Detached,"4,037 SQ. FT",Semi Furnished,4 + 3 Bedrooms,5  Bathrooms,(RM 985.88 psf),"<span class=""view-count"">156</span>",3.1683470000000002,101.644199,"Jalan Desa Kiara 1, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Desa Tun Razak, Bandar Tun Razak","For Sale: RM 295,000",Freehold,Terrace,900 SQ. FT,Unfurnished,2  Bedrooms,1  Bathrooms,(RM 327.78 psf),"<span class=""view-count"">578</span>",3.0810802345,101.72065258030001,"Desa Tun Razak, 57000 Cheras, Kuala Lumpur, Wilayah Persekutuan"
"Sentul Point, Sentul","For Sale: RM 620,000",Freehold,Condominium,"1,001 SQ. FT",Unfurnished,3  Bedrooms,2  Bathrooms,(RM 619.38 psf),"<span class=""view-count"">1181</span>",3.2024552208999997,101.68889522549999,"Jalan Sentul Pasar, 51000 Sentul, Kuala Lumpur"
"Sentul Point, Sentul","For Sale: RM 550,000",Freehold,Condominium,872 SQ. FT,Unfurnished,3  Bedrooms,2  Bathrooms,(RM 630.73 psf),"<span class=""view-count"">1166</span>",3.2024552208999997,101.68889522549999,"Jalan Sentul Pasar, 51000 Sentul, Kuala Lumpur"
"Sentul Point, Sentul","For Sale: RM 380,000",Freehold,Condominium,743 SQ. FT,Unfurnished,2  Bedrooms,2  Bathrooms,(RM 511.44 psf),"<span class=""view-count"">1195</span>",3.2024552208999997,101.68889522549999,"Jalan Sentul Pasar, 51000 Sentul, Kuala Lumpur"
"Star Residences, Kuala Lumpur","For Sale: RM 880,000",Freehold,Condominium,710 SQ. FT,Semi Furnished,1  Bedrooms,1  Bathrooms,(RM 1239.44 psf),"<span class=""view-count"">616</span>",3.1611271797000002,101.7123699188,"Jalan Yap Kwan Seng, Kampung Baru, 50450 Kuala Lumpur, Wilayah Persekutuan"
"Medan Damansara, Damansara Heights","For Sale: RM 1,650,000",Freehold,Terrace,"2,200 SQ. FT",Fully Furnished,4 + 1 Bedrooms,3  Bathrooms,(RM 750.0 psf),"<span class=""view-count"">1342</span>",3.138631,101.656601,"Off Lebuhraya Sprint, 50490 Kuala Lumpur, Wilayah Persekutuan"
"Sri Kenny, Kenny Hills","For Sale: RM 1,500,000",Freehold,Condominium,"2,100 SQ. FT",Fully Furnished,3 + 1 Bedrooms,4  Bathrooms,(RM 714.29 psf),"<span class=""view-count"">687</span>",3.1645119999999998,101.689174,"No. 28 Jalan Tun Ismail, 50480 Bukit Tungku, Kuala Lumpur, Wilayah Persekutuan"
"Tijani 2 South, Kenny Hills","For Sale: RM 4,450,000",Freehold,Semi Detached,"4,800 SQ. FT",Semi Furnished,5  Bedrooms,4  Bathrooms,(RM 927.08 psf),"<span class=""view-count"">505</span>",3.17113,101.68299999999999,"Jalan Langgak Tunku, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Taman SA, Bangsar","For Sale: RM 2,500,000",Freehold,Terrace,"2,500 SQ. FT",Fully Furnished,4 + 1 Bedrooms,3  Bathrooms,(RM 1000.0 psf),"<span class=""view-count"">899</span>",3.143494,101.665056,"Taman SA, 59000 Kuala Lumpur, Wilayah Persekutuan"
"Medan Damansara, Damansara Heights","For Sale: RM 2,700,000",Freehold,Terrace,"2,400 SQ. FT",Fully Furnished,4 + 1 Bedrooms,4  Bathrooms,(RM 1125.0 psf),"<span class=""view-count"">791</span>",3.138631,101.656601,"Off Lebuhraya Sprint, 50490 Kuala Lumpur, Wilayah Persekutuan"
"Taman Bangsar, Bangsar","For Sale: RM 2,600,000",Freehold,Terrace,"4,391 SQ. FT",Unfurnished,5  Bedrooms,4  Bathrooms,(RM 592.12 psf),"<span class=""view-count"">887</span>",3.134003,101.67383199999999,"Bangsar Park, Bangsar, 59000 Kuala Lumpur, Wilayah Persekutuan"
"The Loft, Bangsar","For Sale: RM 4,050,000",Freehold,Duplex,"4,757 SQ. FT",Semi Furnished,4 + 1 Bedrooms,4  Bathrooms,(RM 851.38 psf),"<span class=""view-count"">887</span>",3.13687,101.665,"Jalan Penaga, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan"
"Clearwater Residence, Damansara Heights","For Sale: RM 3,528,800",Freehold,Condominium,"3,208 SQ. FT",Semi Furnished,3 + 2 Bedrooms,4  Bathrooms,(RM 1100.0 psf),"<span class=""view-count"">1077</span>",3.1523107456,101.66644245389999,"Jalan Changkat Semantan, Damansara Heights, 50490 Kuala Lumpur, Wilayah Persekutuan"
"Clearwater Residence, Damansara Heights","For Sale: RM 1,100,000",Freehold,Serviced Residence,826 SQ. FT,Fully Furnished,1  Bedrooms,1  Bathrooms,(RM 1331.72 psf),"<span class=""view-count"">560</span>",3.1523107456,101.66644245389999,"Jalan Changkat Semantan, Damansara Heights, 50490 Kuala Lumpur, Wilayah Persekutuan"
"Medan Damansara, Damansara Heights","For Sale: RM 3,200,000",Freehold,Terrace,"1,891 SQ. FT",Semi Furnished,4  Bedrooms,3  Bathrooms,(RM 1692.23 psf),"<span class=""view-count"">849</span>",3.138631,101.656601,"Off Lebuhraya Sprint, 50490 Kuala Lumpur, Wilayah Persekutuan"
"The Ara, Bangsar","For Sale: RM 3,300,000",Freehold,Bungalow,"4,000 SQ. FT",Semi Furnished,5  Bedrooms,5  Bathrooms,(RM 825.0 psf),"<span class=""view-count"">1370</span>",3.1363060000000003,101.664884,"Bangsar Baru, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan"
"Bukit Bangsar, Bangsar","For Sale: RM 10,000,000",Freehold,Bungalow,"7,000 SQ. FT",Semi Furnished,5 + 1 Bedrooms,7  Bathrooms,(RM 1428.57 psf),"<span class=""view-count"">1085</span>",3.130468,101.6766,"Bukit Bangsar, 59000 Bangsar, Kuala Lumpur, Wilayah Persekutuan"
"Bukit Damansara, Damansara Heights","For Sale: RM 1,550,000",Freehold,Terrace,"1,500 SQ. FT",Unfurnished,4  Bedrooms,3  Bathrooms,(RM 1033.33 psf),"<span class=""view-count"">1263</span>",3.1520966609,101.6566183604,
"Serai, Bangsar","For Sale: RM 8,300,000",Freehold,Condominium,"4,785 SQ. FT",Semi Furnished,4 + 1 Bedrooms,6  Bathrooms,(RM 1734.59 psf),"<span class=""view-count"">1320</span>",3.1406875075,101.660656929,"Bukit Bandaraya, Bangsar, 59000 Kuala Lumpur, Wilayah Persekutuan"
"Jalan Tempinis, Bangsar","For Sale: RM 5,000,000",Freehold,Semi Detached,"4,500 SQ. FT",Semi Furnished,4 + 1 Bedrooms,3  Bathrooms,(RM 1111.11 psf),"<span class=""view-count"">729</span>",3.1268681000000003,101.6731006,
"Bukit Bandaraya, Bangsar","For Sale: RM 6,500,000",Freehold,Bungalow,"5,000 SQ. FT",Semi Furnished,6 + 1 Bedrooms,5  Bathrooms,(RM 1300.0 psf),"<span class=""view-count"">1113</span>",3.138759,101.662674,"Bukit Bandaraya, 59000 Bangsar, Kuala Lumpur"
"Clearwater Residence, Damansara Heights","For Sale: RM 3,000,000",Freehold,Serviced Residence,"3,283 SQ. FT",Semi Furnished,4 + 1 Bedrooms,6  Bathrooms,(RM 913.8 psf),"<span class=""view-count"">687</span>",3.1523107456,101.66644245389999,"Jalan Changkat Semantan, Damansara Heights, 50490 Kuala Lumpur, Wilayah Persekutuan"
"Medan Damansara, Damansara Heights","For Sale: RM 1,100,000",Freehold,Terrace,"1,500 SQ. FT",Unfurnished,3  Bedrooms,3  Bathrooms,(RM 733.33 psf),"<span class=""view-count"">1235</span>",3.138631,101.656601,"Off Lebuhraya Sprint, 50490 Kuala Lumpur, Wilayah Persekutuan"
"Medan Damansara, Damansara Heights","For Sale: RM 2,050,000",Freehold,Link,"2,500 SQ. FT",Semi Furnished,6  Bedrooms,4  Bathrooms,(RM 820.0 psf),"<span class=""view-count"">1000</span>",3.138631,101.656601,"Off Lebuhraya Sprint, 50490 Kuala Lumpur, Wilayah Persekutuan"
"Bukit Tunku, Kenny Hills","For Sale: RM 12,691,800",Freehold,Land,,Unfurnished,0  Bedrooms,0  Bathrooms,(RM 0.0 psf),"<span class=""view-count"">879</span>",3.1674689669,101.6828870773,"Bukit Tunku, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Intan Kenny, Kenny Hills","For Sale: RM 2,624,800",Freehold,Condominium,"3,860 SQ. FT",Semi Furnished,3 + 2 Bedrooms,5  Bathrooms,(RM 680.0 psf),"<span class=""view-count"">1039</span>",3.1717217991,101.6726088524,"No. 29 Persiaran Bukit Tunku, Bukit Tunku, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Kenny Hills Residence, Kenny Hills","For Sale: RM 3,600,000",Freehold,Condominium,"3,789 SQ. FT",Semi Furnished,4 + 1 Bedrooms,5  Bathrooms,(RM 950.12 psf),"<span class=""view-count"">1149</span>",3.1633982296,101.6911053658,"Jalan Tun Ismail, 50480 Bukit Tunku, Kuala Lumpur"
"Kenny Hills Residence, Kenny Hills","For Sale: RM 3,450,000",Freehold,Condominium,"3,627 SQ. FT",Semi Furnished,4 + 1 Bedrooms,5  Bathrooms,(RM 951.2 psf),"<span class=""view-count"">1114</span>",3.1633982296,101.6911053658,"Jalan Tun Ismail, 50480 Bukit Tunku, Kuala Lumpur"
"Tijani 2 South, Kenny Hills","For Sale: RM 4,950,000",Freehold,Semi Detached,"4,800 SQ. FT",Semi Furnished,4 + 1 Bedrooms,5  Bathrooms,(RM 1031.25 psf),"<span class=""view-count"">843</span>",3.17113,101.68299999999999,"Jalan Langgak Tunku, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Tijani 2 South, Kenny Hills","For Sale: RM 4,700,000",Freehold,Semi Detached,"4,800 SQ. FT",Unfurnished,4 + 1 Bedrooms,5  Bathrooms,(RM 979.17 psf),"<span class=""view-count"">798</span>",3.17113,101.68299999999999,"Jalan Langgak Tunku, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Taman SA, Bangsar","For Sale: RM 3,300,000",Freehold,Link,"2,500 SQ. FT",Unfurnished,5  Bedrooms,4  Bathrooms,(RM 1320.0 psf),"<span class=""view-count"">715</span>",3.143494,101.665056,"Taman SA, 59000 Kuala Lumpur, Wilayah Persekutuan"
"Impian Bukit Tunku, Kenny Hills","For Sale: RM 7,500,000",Freehold,Bungalow,"7,300 SQ. FT",Semi Furnished,7 + 1 Bedrooms,8  Bathrooms,(RM 1027.4 psf),"<span class=""view-count"">1207</span>",3.1642445157999997,101.6843730211,"Impian Bukit Tunku, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Idamansara, Damansara Heights","For Sale: RM 9,500,000",Freehold,Bungalow,"7,600 SQ. FT",Semi Furnished,7 + 1 Bedrooms,9  Bathrooms,(RM 1250.0 psf),"<span class=""view-count"">1441</span>",3.148551,101.668103,"Jalan Changkat Semantan, 50490 Kuala Lumpur, Wilayah Persekutuan"
"Bangsar Villa, Bangsar","For Sale: RM 2,400,000",Freehold,Link,"4,800 SQ. FT",Unfurnished,8  Bedrooms,7  Bathrooms,(RM 500.0 psf),"<span class=""view-count"">859</span>",3.1421900000000003,101.665,"No. 188 Jalan Maarof, Bukit Bandaraya, 59100 Kuala Lumpur, Wilayah Persekutuan"
"Seri Beringin, Damansara Heights","For Sale: RM 7,380,000",Freehold,Bungalow,"4,300 SQ. FT",Semi Furnished,4 + 1 Bedrooms,6  Bathrooms,(RM 1716.28 psf),"<span class=""view-count"">2076</span>",3.1447580000000004,101.65113000000001,"No. 15 Lorong Dungun, Damansara Heights, 50490 Kuala Lumpur, Wilayah Persekutuan"
"The Loft, Bangsar","For Sale: RM 3,500,000",Freehold,Condominium,"3,349 SQ. FT",Semi Furnished,3  Bedrooms,3  Bathrooms,(RM 1045.09 psf),"<span class=""view-count"">1269</span>",3.13687,101.665,"Jalan Penaga, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan"
"Impian Emas, Bangsar","For Sale: RM 1,600,000",Freehold,Condominium,"2,000 SQ. FT",Semi Furnished,3  Bedrooms,4  Bathrooms,(RM 800.0 psf),"<span class=""view-count"">1246</span>",3.137816,101.663522,"Jalan Kapas, Bukit Bandaraya, 59100 Bangsar, Kuala Lumpur, Wilayah Perksekutuan"
"Tijani 2 North, Kenny Hills","For Sale: RM 3,000,000",Freehold,Condominium,"2,996 SQ. FT",Semi Furnished,3 + 1 Bedrooms,4  Bathrooms,(RM 1001.34 psf),"<span class=""view-count"">1269</span>",3.1725790000000003,101.68253299999999,"Jalan Langgak Tunku, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Bukit Damansara, Damansara Heights","For Sale: RM 3,700,000",Freehold,Bungalow,"3,700 SQ. FT",Semi Furnished,4  Bedrooms,0  Bathrooms,(RM 1000.0 psf),"<span class=""view-count"">1643</span>",3.1520966609,101.6566183604,
"Taman Bangsar, Bangsar","For Sale: RM 1,800,000",Freehold,Terrace,"1,970 SQ. FT",Fully Furnished,4  Bedrooms,3  Bathrooms,(RM 913.71 psf),"<span class=""view-count"">1633</span>",3.134003,101.67383199999999,"Bangsar Park, Bangsar, 59000 Kuala Lumpur, Wilayah Persekutuan"
"Tijani 2 North, Kenny Hills","For Sale: RM 3,200,000",Freehold,Condominium,"3,133 SQ. FT",Fully Furnished,4 + 1 Bedrooms,5  Bathrooms,(RM 1021.39 psf),"<span class=""view-count"">1382</span>",3.1725790000000003,101.68253299999999,"Jalan Langgak Tunku, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Bukit Tunku, Kenny Hills","For Sale: RM 11,300,000",Freehold,Bungalow,"6,600 SQ. FT",Unfurnished,7  Bedrooms,5  Bathrooms,(RM 1712.12 psf),"<span class=""view-count"">1319</span>",3.1674689669,101.6828870773,"Bukit Tunku, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Seri Beringin, Damansara Heights","For Sale: RM 12,000,000",Freehold,Bungalow,"10,000 SQ. FT",Semi Furnished,7 + 1 Bedrooms,8  Bathrooms,(RM 1200.0 psf),"<span class=""view-count"">2087</span>",3.1447580000000004,101.65113000000001,"No. 15 Lorong Dungun, Damansara Heights, 50490 Kuala Lumpur, Wilayah Persekutuan"
"Tijani 2 North, Kenny Hills","For Sale: RM 2,200,000",Freehold,Condominium,"2,827 SQ. FT",Semi Furnished,3 + 1 Bedrooms,0  Bathrooms,(RM 778.21 psf),"<span class=""view-count"">1380</span>",3.1725790000000003,101.68253299999999,"Jalan Langgak Tunku, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Seri Beringin, Damansara Heights","For Sale: RM 4,500,000",Freehold,Semi Detached,"3,100 SQ. FT",Fully Furnished,4 + 1 Bedrooms,5  Bathrooms,(RM 1451.61 psf),"<span class=""view-count"">1815</span>",3.1447580000000004,101.65113000000001,"No. 15 Lorong Dungun, Damansara Heights, 50490 Kuala Lumpur, Wilayah Persekutuan"
"Tijani 2 North, Kenny Hills","For Sale: RM 2,600,000",Freehold,Condominium,"2,996 SQ. FT",Semi Furnished,3 + 1 Bedrooms,4  Bathrooms,(RM 867.82 psf),"<span class=""view-count"">1217</span>",3.1725790000000003,101.68253299999999,"Jalan Langgak Tunku, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Medan Damansara, Damansara Heights","For Sale: RM 2,150,000",Freehold,Terrace,"2,000 SQ. FT",Semi Furnished,4  Bedrooms,3  Bathrooms,(RM 1075.0 psf),"<span class=""view-count"">1230</span>",3.138631,101.656601,"Off Lebuhraya Sprint, 50490 Kuala Lumpur, Wilayah Persekutuan"
"Seri Beringin, Damansara Heights","For Sale: RM 6,825,000",Freehold,Land,"9,100 SQ. FT",Unfurnished,0  Bedrooms,0  Bathrooms,(RM 750.0 psf),"<span class=""view-count"">1518</span>",3.1447580000000004,101.65113000000001,"No. 15 Lorong Dungun, Damansara Heights, 50490 Kuala Lumpur, Wilayah Persekutuan"
"Bukit Pantai, Bangsar","For Sale: RM 6,900,000",Freehold,Bungalow,"23,500 SQ. FT",Unfurnished,14  Bedrooms,15  Bathrooms,(RM 293.62 psf),"<span class=""view-count"">1603</span>",3.125732,101.665807,"Bukit Pantai, 59100 Kuala Lumpur, Wilayah Persekutuan"
"Seri Beringin, Damansara Heights","For Sale: RM 4,700,000",Freehold,Semi Detached,"2,800 SQ. FT",Semi Furnished,4  Bedrooms,4  Bathrooms,(RM 1678.57 psf),"<span class=""view-count"">1958</span>",3.1447580000000004,101.65113000000001,"No. 15 Lorong Dungun, Damansara Heights, 50490 Kuala Lumpur, Wilayah Persekutuan"
"Serai, Bangsar","For Sale: RM 7,633,600",Freehold,Condominium,"4,771 SQ. FT",Unfurnished,4 + 1 Bedrooms,4  Bathrooms,(RM 1600.0 psf),"<span class=""view-count"">1108</span>",3.1406875075,101.660656929,"Bukit Bandaraya, Bangsar, 59000 Kuala Lumpur, Wilayah Persekutuan"
"The Loft, Bangsar","For Sale: RM 2,500,000",Freehold,Condominium,"3,349 SQ. FT",Unfurnished,3  Bedrooms,3  Bathrooms,(RM 746.49 psf),"<span class=""view-count"">1725</span>",3.13687,101.665,"Jalan Penaga, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan"
"One Menerung, Bangsar","For Sale: RM 4,390,000",Freehold,Condominium,"3,660 SQ. FT",Unfurnished,3 + 1 Bedrooms,5  Bathrooms,(RM 1199.45 psf),"<span class=""view-count"">3722</span>",3.14454,101.666,"No. 1 Jalan Menerung, Bukit Bandaraya, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan"
"Bukit Tunku, Kenny Hills","For Sale: RM 5,500,000",Freehold,Bungalow,"5,000 SQ. FT",Unfurnished,4  Bedrooms,4  Bathrooms,(RM 1100.0 psf),"<span class=""view-count"">1662</span>",3.1674689669,101.6828870773,"Bukit Tunku, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Medan Damansara, Damansara Heights","For Sale: RM 1,800,000",Freehold,Terrace,"1,500 SQ. FT",Unfurnished,4  Bedrooms,2  Bathrooms,(RM 1200.0 psf),"<span class=""view-count"">1753</span>",3.138631,101.656601,"Off Lebuhraya Sprint, 50490 Kuala Lumpur, Wilayah Persekutuan"
"DC Residency, Damansara Heights","For Sale: RM 2,336,400",Freehold,Condominium,"1,668 SQ. FT",Unfurnished,2 + 1 Bedrooms,0  Bathrooms,(RM 1400.72 psf),"<span class=""view-count"">1980</span>",3.1474257876,101.66072130200001,"Jalan Johar, Bukit Damansara, 50490 Kuala Lumpur, Wilayah Persekutuan"
"Beringin Residence, Damansara Heights","For Sale: RM 4,800,000",Freehold,Semi Detached,"3,800 SQ. FT",Semi Furnished,4 + 1 Bedrooms,6  Bathrooms,(RM 1263.16 psf),"<span class=""view-count"">1400</span>",3.1537569458999997,101.6625988483,"Off Jalan Beringin, Bukit Damansara, 50490 Kuala Lumpur, Wilayah Persekutuan"
"Jelutong Villa, Damansara Heights","For Sale: RM 2,850,000",Freehold,Semi Detached,"3,800 SQ. FT",Unfurnished,4 + 1 Bedrooms,4  Bathrooms,(RM 750.0 psf),"<span class=""view-count"">1254</span>",3.14899,101.670023,"Lorong Jelutong, Damansara Heights, 50490 Kuala Lumpur, Wilayah Persekutuan"
"Jelutong Villa, Damansara Heights","For Sale: RM 3,700,000",Freehold,Semi Detached,"3,400 SQ. FT",Semi Furnished,4 + 1 Bedrooms,4  Bathrooms,(RM 1088.24 psf),"<span class=""view-count"">1260</span>",3.14899,101.670023,"Lorong Jelutong, Damansara Heights, 50490 Kuala Lumpur, Wilayah Persekutuan"
"Bukit Tunku, Kenny Hills","For Sale: RM 4,725,000",Freehold,Bungalow,"3,000 SQ. FT",Unfurnished,4  Bedrooms,3  Bathrooms,(RM 1575.0 psf),"<span class=""view-count"">1793</span>",3.1674689669,101.6828870773,"Bukit Tunku, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Taman SA, Bangsar","For Sale: RM 3,200,000",Freehold,Terrace,"2,500 SQ. FT",Unfurnished,4  Bedrooms,3  Bathrooms,(RM 1280.0 psf),"<span class=""view-count"">1917</span>",3.143494,101.665056,"Taman SA, 59000 Kuala Lumpur, Wilayah Persekutuan"
